comments,date_created,days_posted,likes,slide_id,total_images,total_slides,tweets,url,views
0,2016-05-04,101,0,61652349,33,14,0,http://www.slideshare.net/SeanPreuss/evidencebased-practices-for-treating-depression-with-lifestyle-changes,51
0,2010-10-28,2116,0,5597233,38,15,0,http://www.slideshare.net/socialmediaguy/social-media-csr,8530
11,2012-11-04,1378,68,15021198,52,19,4,http://www.slideshare.net/nsihag/computer-hardware-component-ppt,88412
9,2016-04-26,109,168,61378320,33,1,13,http://www.slideshare.net/FoodInsight/five-things-to-look-for-in-food,19361
1,2010-11-30,2083,7,5978070,64,35,0,http://www.slideshare.net/1hope/comment-russir-son-powerpoint,75880
1,2009-11-24,2454,10,2571627,49,20,0,http://www.slideshare.net/niict/revit-architecture,10264
9,2013-05-18,1183,86,21418888,49,16,0,http://www.slideshare.net/charujaiswal/enviornmental-protection-act-1986-21418888,52999
1,2014-10-23,660,19,40647724,105,76,2,http://www.slideshare.net/WushWu/online-advertising-and-large-scale-model-fitting,3259
10,2015-04-09,492,725,46804055,72,39,113,http://www.slideshare.net/slidecomet/how-to-shoot-photos-like-a-pro-necessary-tips-for-beginners-who-buy-expensive-cameras,29092
44,2010-10-30,2114,251,5616832,51,18,11,http://www.slideshare.net/jmtcz/seven-ways-to-kill-your-presentation,65295
0,2015-02-03,557,0,44220274,58,35,0,http://www.slideshare.net/majorfun/humor-theories,893
0,2016-03-29,137,4867,60170436,103,76,1765,http://www.slideshare.net/a16z/mobile-is-eating-the-world-2016,416566
0,2016-03-16,150,0,59619615,35,12,2,http://www.slideshare.net/KelvinAniston/3-things-you-probably-didnt-knew-about-rapid-prototyping,1337
5,2014-06-26,779,37,36338345,57,24,1,http://www.slideshare.net/ManpreetSinghBedi/computer-hardware-and-networking-components,12432
0,2010-05-11,2286,24,4059794,61,33,0,http://www.slideshare.net/rickertc/nutrition,18663
2,2011-12-21,1697,7,10654866,81,51,0,http://www.slideshare.net/HarmanAman/evidence-based-medicine-by-dr-harmanjit-singh-gmc-patiala,4707
15,2010-08-29,2176,81,5081348,921,888,5,http://www.slideshare.net/rhspcte/software-engineering-ebook-roger-s-pressman,115049
0,2014-08-31,713,13,38539394,64,36,14,http://www.slideshare.net/Boltzmann/wearable-sensors-and-ux-development,10025
2,2014-01-28,928,48,30534239,69,39,28,http://www.slideshare.net/mjft01/sensors-wearables,19715
0,2016-05-07,98,11,61779671,87,59,10,http://www.slideshare.net/bussolon/the-popout-effect-how-to-improve-choice-through-information-architecture,1458
8,2010-01-05,2412,66,2838301,60,27,45,http://www.slideshare.net/sureshis/module-1-introduction-to-sales-management,31479
13,2011-11-24,1724,154,10309009,65,32,3,http://www.slideshare.net/ramonavansluytman/study-notes-contract-law,141957
0,2008-07-18,2948,0,519382,41,18,0,http://www.slideshare.net/kathia_1987/portflio-de-aprendizagens,499
0,2013-02-12,1278,0,16495909,110,87,0,http://www.slideshare.net/AaronM/linked-in-ncsu2,261
0,2013-06-03,1167,9,22388539,49,21,2,http://www.slideshare.net/maheshnangude/types-of-educational-technology,33079
9,2016-03-03,163,1310,59039791,66,33,68,http://www.slideshare.net/digitalsurgeons/fight-for-yourself,41428
3,2015-04-06,495,94,46695206,68,37,19,http://www.slideshare.net/lablogga/bitcoin-and-blockchain-technology-explained-not-just-cryptocurrencies-economics-and-markets-applications-in-art-health-and-literacy,25814
0,2014-03-25,872,51,32741574,72,44,43,http://www.slideshare.net/haxlr8r/investing-in-hardware,37679
3,2015-10-02,316,594,53450147,94,63,50,http://www.slideshare.net/GetSmarter/10-steps-great-leaders-take-when-things-go-wrong,37902
1,2010-05-02,2295,19,3940091,58,29,0,http://www.slideshare.net/samirssa2003/data-mining,20103
0,2016-04-26,109,0,61377781,56,33,0,http://www.slideshare.net/NGAHR/speed-up-your-business-focused-cloud-journey-with-nga-cloud-accelerators,251
0,2011-03-06,1987,27,7171365,48,20,14,http://www.slideshare.net/daleu/your-first-90-days-in-sales-management,51818
1,2014-06-05,800,2,35523613,80,54,0,http://www.slideshare.net/techyadav/nuclear-medicine-35523613,1207
31,2009-09-27,2512,166,2075491,87,54,5,http://www.slideshare.net/LPodgorny/strategic-planning-powerpoint-presentation,226669
0,2014-01-02,954,9,29633622,48,20,1,http://www.slideshare.net/saleslayer/10-responsibilitiesmarketingdepartments,73664
3,2012-11-08,1374,53,15083227,56,25,1,http://www.slideshare.net/ShanmukhaPriya1112/health-and-medicine-15083227,19751
17,2013-03-01,1261,175,16871472,99,66,6,http://www.slideshare.net/marcomed/deped-module-grade-7-health-education,144203
4,2015-11-20,267,13,55342056,46,14,98,http://www.slideshare.net/VolunteerSpot/11-expert-tips-to-better-family-travel,319907
25,2016-05-10,95,126,61860608,32,53,21,http://www.slideshare.net/LinkedInPulse/panama-papers-goes-online-twitters-keeping-its-distance-from-us-intelligence-orgs-and-more-news,215393
3,2015-01-22,569,780,43795622,100,69,73,http://www.slideshare.net/Localytics/mobile-metrics-101-everything-web-marketers-need-to-know-about-app-analytics,33655
1,2015-07-13,397,55,50477518,56,27,42,http://www.slideshare.net/jwtintelligence/jwt-50477518,21381
0,2014-07-31,744,29,37533824,80,52,1,http://www.slideshare.net/seanclarkluinor/food-additives-and-its-health-hazards,3619
22,2012-02-16,1640,208,11613199,59,26,1,http://www.slideshare.net/roomzkazi/marketing-management-project,228897
0,2011-06-14,1887,12,8302721,46,18,0,http://www.slideshare.net/tej_chopra/power-and-politics-8302721,20601
0,2015-06-23,417,1,49732933,43,19,14,http://www.slideshare.net/AttunityLtd/6-extraordinary-use-cases-of-the-io-t-in-healthcare-v2,1206
0,2014-09-02,711,4,38628713,38,11,0,http://www.slideshare.net/Kumr10/hr-recruiter-interview-questions,17158
2,2012-06-05,1530,34,13210637,158,128,1,http://www.slideshare.net/bhatti106/pharmaceuticals-solutions-dosage-form,43350
0,2016-03-07,159,0,59197405,27,4,0,http://www.slideshare.net/RajKumar1545/rajkumartresumefinal-59197405,332
0,2014-12-19,603,4,42862401,42,15,6,http://www.slideshare.net/PriyankaChaurasia3/national-policy-on-education-42862401,6319
0,2016-02-22,173,25,58571327,60,34,1,http://www.slideshare.net/cbo/prospects-for-dods-budget-over-the-next-decade-58571327,3789
0,2016-02-10,185,17,58085571,74,46,33,http://www.slideshare.net/OECDEDU/lowperforming-students-why-they-fall-behind-and-how-to-help-them-succeed,40507
5,2013-06-20,1150,110,23245004,111,78,186,http://www.slideshare.net/jeremiah_owyang/collaborative-economy-keynote-jeremiah-owyang,59591
0,2013-09-17,1061,1,26293643,42,18,0,http://www.slideshare.net/KFco/future-entertainment,688
0,2013-11-12,1005,40,28148466,107,79,2,http://www.slideshare.net/CoachCertificationAcademy/101-realcoachingniches,16507
6,2010-09-18,2156,12,5230131,43,10,3,http://www.slideshare.net/emjoau/the-importance-of-technology-in-education,67489
0,2012-07-01,1504,10,13510098,119,91,1,http://www.slideshare.net/LilianaMedina1/art-nouveau-13510098,35896
0,2012-11-07,1375,3,15065149,40,14,0,http://www.slideshare.net/Dingle/pinterest-pahkinankuoressa,818
0,2011-02-24,1997,6,7045601,72,44,0,http://www.slideshare.net/megdpm/walking-gait-cycle,7244
0,2015-12-29,228,0,56520935,41,18,0,http://www.slideshare.net/RawanAlturki/ss-56520935,191
0,2014-04-25,841,16,33953022,86,58,0,http://www.slideshare.net/almiklas/ancient-egypt-powerpoint-33953022,20017
1,2012-04-04,1592,43,12281004,45,16,7,http://www.slideshare.net/tutor2u/corporate-planning-12281004,44422
2,2015-07-08,402,619,50309236,98,68,139,http://www.slideshare.net/duvalunionconsulting/10-hyper-disruptive-business-models,90086
13,2013-06-22,1148,39,23349422,67,34,1,http://www.slideshare.net/rovelynbasilad/historical-development-of-physical-education-in-the-philippines,30730
6,2013-11-26,991,231,28638614,56,23,0,http://www.slideshare.net/funkyguysahil/principles-of-management-28638614,136964
21,2011-04-27,1935,50,7754568,66,33,3,http://www.slideshare.net/sukeshgowda/advertising-and-culture,65604
0,2013-01-21,1300,2,16094493,34,9,1,http://www.slideshare.net/prkonceptanalytics/global-recruitment-market-16094493,4859
3,2010-06-01,2265,39,4382957,99,68,2,http://www.slideshare.net/lortegal1/arte-nouveau,88489
0,2012-06-05,1530,6,13210989,61,33,0,http://www.slideshare.net/jaiyeshsidh/food-security-in-india-13210989,8682
400,2010-11-03,2110,5545,5652173,94,61,4526,http://www.slideshare.net/jessedee/you-suck-at-powerpoint,2858095
1,2016-02-22,173,67,58557951,49,19,13,http://www.slideshare.net/sap/retails-digital-transformation,4242
11,2013-04-03,1228,77,18114350,92,59,79,http://www.slideshare.net/AnthonyCampbell/building-thought-leadership-beyond-seo,35863
0,2014-10-03,680,22,39854298,63,35,10,http://www.slideshare.net/theresaneil/rmo2010042230-76p62k447y1w,3315
0,2013-01-20,1301,26,16080152,53,25,2,http://www.slideshare.net/htareen1/education-inpakistan,38114
2,2008-07-18,2948,13,519468,52,22,0,http://www.slideshare.net/stephendann/lifestyle-sponsorships-social-change-through-sports-sponsorship,6031
0,2013-02-18,1272,0,16603329,67,44,0,http://www.slideshare.net/martineden/nansen-episerver-dagarna-nov-2012,827
1,2012-05-06,1560,9,12819742,56,27,0,http://www.slideshare.net/alishaesteves/leadership-styles-12819742,18919
0,2013-12-20,967,0,29393110,60,37,0,http://www.slideshare.net/nabor0521/ppt-29393110,842
1,2014-05-08,828,47,34465670,63,34,12,http://www.slideshare.net/gzelfond/5-ways-to-manage-documents-in-sharepoint,31192
0,2008-05-31,2996,0,439083,62,39,0,http://www.slideshare.net/anuj_reddy/bestpictures-439083,556
0,2015-06-22,418,10,49667097,47,19,0,http://www.slideshare.net/WS-Thailand-Market-Research/smartphone-market-studies-in-thailand-2015,8600
7,2012-06-22,1513,165,13416811,135,102,3,http://www.slideshare.net/prkhuman/gait-normal-abnormal,92493
0,2014-08-16,728,0,38045214,104,81,0,http://www.slideshare.net/robintgreene/chapter-7-38045214,953
0,2016-06-21,53,1,63304719,81,57,0,http://www.slideshare.net/majorfun/psychology-and-humor,54
12,2012-09-15,1428,108,14302856,169,136,2,http://www.slideshare.net/maryrosejayona/science-tgg7,68341
0,2014-10-09,674,6,40079521,63,35,0,http://www.slideshare.net/DatumLLC/datum-mdm-dg-nyc-2014slideshare,2910
21,2016-03-24,142,2127,60006200,64,31,55,http://www.slideshare.net/HabitSummit/habits-at-work-merci-victoria-grace-growth-slack-2016-habit-summit,102557
1,2013-11-04,1013,24,27912108,40,11,0,http://www.slideshare.net/venkatkothakota/human-re,27805
2,2013-07-14,1126,4,24228405,76,47,2,http://www.slideshare.net/verticaleap/spiritual-leadership-for-the-21st-century,5697
0,2013-07-09,1131,0,24080213,46,23,0,http://www.slideshare.net/RosalindWarner/fight-the-power-2013,165
0,2008-10-21,2853,1,678950,50,26,0,http://www.slideshare.net/wannise/eradigital1-presentation,2081
0,2008-10-21,2853,1,678953,56,32,0,http://www.slideshare.net/guest48aae/vipconnectz-future-presentation,303
1,2014-03-19,878,14,32488419,58,28,4,http://www.slideshare.net/FrostandSullivan/corporate-carsharing-3-1814,23221
0,2013-07-12,1128,0,24190145,51,28,0,http://www.slideshare.net/RosalindWarner/more-than-add-on-24190145,458
1,2015-02-24,536,54,45072662,60,31,57,http://www.slideshare.net/elephantsandventures/learn-from-the-best-hardware-crowdfunding,18702
4,2013-08-31,1078,83,25783148,83,51,17,http://www.slideshare.net/sparksphill/software-design-patterns-in-laravel-by-phill-sparks,98530
0,2015-03-31,501,15,46486976,64,36,16,http://www.slideshare.net/IpsosMENA/digital-media-forum-2015,7031
0,2013-03-15,1247,2,17246754,41,16,0,http://www.slideshare.net/garfieldbandersnatch/7-up,2922
2,2009-11-13,2465,0,2496214,36,10,3,http://www.slideshare.net/FrostandSullivan/north-american-automotive-aftermarket-workshop-opportunities-and-trends-in-the-north-american-aftermarket,6703
4,2016-02-16,179,280,58342198,49,17,8,http://www.slideshare.net/CEWGeorgetown/recovery-job-growth-and-education-requirements-through-2020-58342198,50650
0,2013-08-01,1108,32,24849868,67,39,7,http://www.slideshare.net/nutmegslim/h-rdashboard-summer2013,40391
5,2015-11-10,277,322,54967731,95,62,60,http://www.slideshare.net/shvmdhwn/the-hiring-manifesto-54967731,23365
883,2009-12-14,2434,453,2713112,103,70,6,http://www.slideshare.net/azamjafri/selling-skills-for-new-med-reps,73668
1,2011-09-22,1787,4,9372283,93,65,8,http://www.slideshare.net/LKinoshita/social-media-in-law-enforcement,2766
1,2015-05-04,467,108,47725380,119,90,28,http://www.slideshare.net/skift/the-coming-fourth-digital-revolution-in-the-travel-ecosystem,26175
10,2011-08-03,1837,207,8763121,60,27,16,http://www.slideshare.net/chungkong/how-to-create-a-basic-concept,115081
2,2014-06-20,785,38,36112124,56,26,1,http://www.slideshare.net/zaizai27/political-science-lecture-1,9552
6,2010-01-16,2401,12,2931545,55,22,0,http://www.slideshare.net/UPFInternational/spiritual-values-and-leadership,6059
2,2013-10-09,1039,45,27019694,49,19,0,http://www.slideshare.net/shalinipandey77985/medicinal-plants-27019694,36647
1,2009-03-16,2707,2,1154382,47,21,1,http://www.slideshare.net/voss1/how-to-start-your-own-business-on-a-low-budget,10161
0,2016-08-11,2,0,64910753,84,61,0,http://www.slideshare.net/Adrienna/social-responsibility-in-providing-affordable-food-in-asia,28
43,2013-11-08,1009,326,28046215,87,54,163,http://www.slideshare.net/gleonhard/technology-and-future-education-university-dehaagse-gerd-leonhard-ss,117234
0,2014-07-06,769,7,36667826,64,36,0,http://www.slideshare.net/kaycesaliendrez/physical-environment-of-the-philippines,7442
0,2012-06-19,1516,25,13387195,58,30,2,http://www.slideshare.net/pradeepasom/services-marketing-13387195,40599
0,2009-02-20,2731,0,1051988,48,25,0,http://www.slideshare.net/Nickbarker/entrepreneurial-opportunity-identification-mba-class-2009-presentation-1051988,4755
8,2012-10-10,1403,17,14664325,109,76,1,http://www.slideshare.net/MayankTravelport/media-entertainment-industry-2012,7997
0,2011-08-30,1810,1,9073888,47,22,0,http://www.slideshare.net/EdelmanInsights/value-engagement-and-trust-in-the-era-of-social-entertainment-2011,1616
0,2014-02-27,898,0,31729975,45,22,4,http://www.slideshare.net/NGAHR/4-ways-of-bridging-multi-country-payroll-gaps,11908
0,2010-05-03,2294,3,3954555,45,19,0,http://www.slideshare.net/pereira.alfredo/the-conditional-el-condicional-3954555,1746
0,2014-06-23,782,3,36221967,56,30,4,http://www.slideshare.net/mnagarajanias/social-media-and-law-enforcement-presentation-by-central-bureau-of-investigation,1252
0,2011-06-08,1893,8,8253965,63,35,0,http://www.slideshare.net/SKYLINEEFC/efc-natural-talents-spiritual-gifts,4440
13,2016-03-14,152,825,59546469,157,124,42,http://www.slideshare.net/joshclark/the-physical-interface,106010
3,2011-11-30,1718,107,10405202,171,140,30,http://www.slideshare.net/GrahamRobertson/beloved-brands-analytics,77358
147,2013-08-26,1083,292,25618720,103,70,80,http://www.slideshare.net/VALOZ/leadership-illustrated,89069
2,2009-07-02,2599,14,1676216,64,34,0,http://www.slideshare.net/abdrazy/optimal-health-2,6266
29,2013-12-18,969,1186,29331355,51,18,1421,http://www.slideshare.net/timbrown/ideo-values-slideshare1,569429
0,2014-08-03,741,19,37611969,56,28,0,http://www.slideshare.net/aaaemc2/sports-writing-37611969,12971
7,2013-10-18,1030,184,27321795,120,87,139,http://www.slideshare.net/Wijs/digital-trends-for-2014-dmf13,60450
14,2010-05-03,2294,128,3950646,85,52,31,http://www.slideshare.net/jpvajda/lean-software-development-principles,63666
0,2008-06-30,2966,3,492844,56,30,0,http://www.slideshare.net/pureenergycentre/chemistry-energy-climate-change,1472
0,2014-09-12,701,1,39015406,39,14,1,http://www.slideshare.net/FrostandSullivan/january-2014-frost-sullivan-how-can-oe-ms-leverage-megatrends-to-differentiate-themselves-from-their-competitors,2301
1,2016-02-10,185,44,58110018,41,12,3,http://www.slideshare.net/johnhaydon/3-tips-for-creating-more-realistic-donor-personas,5592
0,2012-11-18,1364,34,15229954,61,33,14,http://www.slideshare.net/alimenkou/agile-testing-by-example,24114
4,2013-05-11,1190,139,20981836,53,21,4,http://www.slideshare.net/reallygoodppts/template-v02,59803
8,2012-03-20,1607,64,12081513,42,9,185,http://www.slideshare.net/equatoragency/the-creative-cv-guide,43526
0,2013-10-28,1020,10,27666591,81,53,12,http://www.slideshare.net/knightfoundation/kf-nonprofit-newsreportv10a,21043
7,2013-05-02,1199,32,20429589,94,60,21,http://www.slideshare.net/mrcoryjim/yes-or-no-to-guncontrol-by-jairuscopic,41706
179,2009-06-26,2605,885,1643850,71,38,81,http://www.slideshare.net/bloomconsulting/20-steps-for-country-branding,206332
3,2012-06-21,1514,46,13413369,126,95,11,http://www.slideshare.net/secondstreetmedia/30-contest-ideas-in-30-minutes,108479
1,2013-11-01,1016,22,27822448,40,11,6,http://www.slideshare.net/etravelcms/travel-business-marketing-proposal,17996
2,2014-05-12,824,6,34557219,60,30,1,http://www.slideshare.net/cmawilmagiolla/sports-writing-34557219,6021
0,2014-09-18,695,8,39227185,46,18,0,http://www.slideshare.net/maheswarijaikumar/concept-of-health-39227185,5900
0,2012-09-24,1419,1,14428348,37,13,0,http://www.slideshare.net/jmang33/current-political-issues-in-the-philippines,33434
0,2010-11-16,2097,0,5792894,43,20,0,http://www.slideshare.net/ehrgeizig9/business-profile-5792894,540
0,2009-11-01,2477,0,2399297,31,8,0,http://www.slideshare.net/bcjk/recipe-for-student-success,940
0,2016-08-11,2,0,64903527,46,23,0,http://www.slideshare.net/dexterlreyes1/spanish-government-in-the-philippines-by-dexter-reyes-gmaths,89
1,2014-12-02,620,35,42276870,28,120,37,http://www.slideshare.net/simonschuster/the-innovators-author,354972
0,2013-10-18,1030,13,27328016,59,31,1,http://www.slideshare.net/auststevens/sales-process-forsalesgrowth,6506
1,2013-07-10,1130,69,24116637,54,24,7376,http://www.slideshare.net/linkedin-talent-solutions/global-recruiting-trends-2013-global-final,46383
9,2016-03-22,144,22,59894132,46,13,27,http://www.slideshare.net/allamilinevska/facebook-59894132,57364
1,2009-08-24,2546,9,1899545,67,38,0,http://www.slideshare.net/guestad4e0f/importance-of-physical-education,29774
71,2013-07-10,1130,432,24115670,63,30,220,http://www.slideshare.net/McK_CMSOForum/big-data-and-advanced-analytics-16-use-cases,180975
0,2012-01-03,1684,381,10779615,41,13,162,http://www.slideshare.net/Radian6/30-ideas-for-your-2012-social-media-plan,101288
